OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
6266,389,64,2014-09-05,2014-09-19,2014-09-15,1,2.41,Einti,387 Sachtjen Hill,Gwangjeok,,,South Korea
6267,552,20,2014-04-10,2014-04-24,2014-04-20,3,23.72,Fivebridge,3 Marquette Park,Aisai,,,Japan
6268,604,43,2014-05-10,2014-05-24,2014-05-20,2,73.62,Avamba,7034 Shoshone Point,Cataguases,,,Brazil
6269,846,27,2014-08-12,2014-08-26,2014-08-22,3,31.41,Meejo,9323 Paget Hill,Zorgo,,,Burkina Faso
6270,483,38,2014-01-20,2014-02-03,2014-01-30,3,16.97,Jazzy,398 Graceland Park,Gubu,,,China
6271,310,30,2014-06-08,2014-06-22,2014-06-18,2,61.34,Gabtune,421 Morrow Plaza,Gornyye Klyuchi,,,Russia
6272,655,42,2014-11-19,2014-12-03,2014-11-29,2,28.68,Topiclounge,83 Drewry Alley,Ikot-Ekpene,,,Nigeria
6273,893,33,2014-09-10,2014-09-24,2014-09-20,3,16.56,Trilia,68183 Southridge Plaza,Memaliaj,,,Albania
6274,22,40,2014-09-16,2014-09-30,2014-09-26,3,86.88,Feedfire,638 Carpenter Circle,Batumi,,,Georgia
6275,632,72,2014-01-02,2014-01-16,2014-01-12,3,43.5,Pixope,023 Shopko Crossing,Funan Chengguanzhen,,,China
6276,490,35,2014-04-29,2014-05-13,2014-05-09,3,37.02,Fliptune,3354 Iowa Park,Dana,,,China
6277,463,38,2014-05-12,2014-05-26,2014-05-22,2,7.98,Gabvine,0 Lindbergh Circle,Shahe,,,China
6278,460,54,2014-08-23,2014-09-06,2014-09-02,2,33.47,Thoughtbridge,24 Moulton Street,Nihaona,,,Indonesia
6279,633,100,2014-10-21,2014-11-04,2014-10-31,1,58.83,Divavu,16529 Blaine Junction,Maribong,,,Philippines
6280,688,51,2014-07-20,2014-08-03,2014-07-30,2,91.66,Roombo,02514 Tennessee Point,Huoshaodian,,,China
6281,46,70,2014-08-22,2014-09-05,2014-09-01,3,47.55,Npath,0 Orin Terrace,Kebloran,,,Indonesia
6282,407,2,2013-12-23,2014-01-06,2014-01-02,1,61.25,Devpoint,35493 Birchwood Point,Kasugai,,,Japan
6283,643,3,2014-05-26,2014-06-09,2014-06-05,1,70.06,Innojam,32 Ridge Oak Lane,Novopodrezkovo,,,Russia
6284,590,57,2014-10-14,2014-10-28,2014-10-24,2,17.22,Kimia,17031 Ridge Oak Terrace,Richmond,,,Canada
6285,97,33,2014-07-04,2014-07-18,2014-07-14,2,56.79,Skibox,366 Scofield Trail,Anuling,,,Philippines
6286,163,87,2014-09-07,2014-09-21,2014-09-17,3,32.74,Photolist,9773 Marquette Lane,Jiyang,,,China
6287,466,9,2014-11-17,2014-12-01,2014-11-27,1,8.62,Livetube,65829 Banding Terrace,Maromitsa,,,Russia
6288,887,14,2014-10-03,2014-10-17,2014-10-13,2,61.36,Tekfly,4 Banding Hill,Angkahgede,,,Indonesia
6289,217,13,2014-05-23,2014-06-06,2014-06-02,3,84.46,Photobean,35592 Lerdahl Junction,Pedro Miguel,Ilha do Faial,9900-425,Portugal
6290,181,94,2014-06-09,2014-06-23,2014-06-19,1,14.92,Jetwire,926 Manitowish Alley,Dniprovka,,,Ukraine
6291,126,43,2014-04-24,2014-05-08,2014-05-04,1,29.7,Ailane,9744 Weeping Birch Street,Serpukhov,,,Russia
6292,464,58,2014-07-16,2014-07-30,2014-07-26,1,56.83,Skipfire,0 Crest Line Court,Nankun,,,China
6293,592,59,2014-06-17,2014-07-01,2014-06-27,3,58.81,Livetube,5393 Meadow Ridge Place,Changzheng,,,China
6294,735,77,2014-04-28,2014-05-12,2014-05-08,2,9.42,Youtags,69 Myrtle Street,Valencia,,,Philippines
6295,789,9,2014-08-18,2014-09-01,2014-08-28,1,88,Topicstorm,17 Ruskin Lane,Taiping,,,China
6296,157,76,2014-03-20,2014-04-03,2014-03-30,2,66.61,InnoZ,9 Larry Place,Balgarevo,,,Bulgaria
6297,491,40,2014-01-01,2014-01-15,2014-01-11,1,22.28,Mita,3419 Barby Court,Sampaloc,,,Philippines
6298,293,19,2014-11-14,2014-11-28,2014-11-24,2,96.77,Brainsphere,31074 Granby Junction,Lubukgadang,,,Indonesia
6299,59,77,2014-04-07,2014-04-21,2014-04-17,1,33.07,Rhycero,186 Memorial Terrace,Xindong,,,China
6300,394,95,2014-03-05,2014-03-19,2014-03-15,1,40.87,Livetube,4986 Vahlen Center,Beima,,,China
6301,665,60,2014-05-07,2014-05-21,2014-05-17,1,33.2,Rhyzio,44 Katie Center,Guarujá,,,Brazil
6302,872,75,2014-07-14,2014-07-28,2014-07-24,3,57.6,Yambee,5 Schmedeman Crossing,Peski,,,Russia
6303,809,39,2014-09-27,2014-10-11,2014-10-07,1,89.07,Pixope,891 Dexter Pass,Villazón,,,Bolivia
6304,752,58,2014-01-21,2014-02-04,2014-01-31,3,74.28,Yozio,1940 Weeping Birch Court,Lundazi,,,Zambia
6305,247,93,2014-01-02,2014-01-16,2014-01-12,3,82.1,Flipbug,257 Eagan Plaza,Gangbian,,,China
6306,625,39,2014-02-01,2014-02-15,2014-02-11,3,69.79,Skyble,390 Vahlen Center,Pasar Kulon,,,Indonesia
6307,739,76,2014-08-13,2014-08-27,2014-08-23,3,3.76,Tavu,53041 Troy Way,Ushi,,,Armenia
6308,745,54,2014-08-21,2014-09-04,2014-08-31,3,19.26,Bubbletube,87271 Bayside Court,Komarno,,,Ukraine
6309,84,91,2014-01-05,2014-01-19,2014-01-15,3,15.76,Meemm,82 Mcbride Alley,São Paulo de Olivença,,,Brazil
6310,347,13,2014-03-25,2014-04-08,2014-04-04,1,47.58,Ntags,42 Lawn Alley,El Mirador,Distrito Federal,14449,Mexico
6311,224,9,2014-02-14,2014-02-28,2014-02-24,2,96.8,Photobean,079 Artisan Point,Toutosa,Porto,4635-522,Portugal
6312,176,37,2013-12-02,2013-12-16,2013-12-12,3,10.56,Meejo,52 Hallows Plaza,Żabno,,,Poland
6313,167,19,2014-03-15,2014-03-29,2014-03-25,1,63.37,Babbleopia,5 Grayhawk Terrace,Imtarfa,,,Malta
6314,534,95,2014-07-27,2014-08-10,2014-08-06,1,75.49,Yabox,396 Sommers Crossing,Lis,,,Albania
6315,477,32,2014-08-14,2014-08-28,2014-08-24,2,73.59,Divanoodle,3526 4th Center,Mendez-Nuñez,,,Philippines
6316,763,58,2014-04-18,2014-05-02,2014-04-28,1,1.35,Feednation,5 Superior Way,Machachi,,,Ecuador
6317,840,99,2014-02-13,2014-02-27,2014-02-23,1,36.16,Avamm,319 Porter Street,Tianzhuang,,,China
6318,780,53,2014-05-09,2014-05-23,2014-05-19,3,6.35,Brightdog,28626 Sheridan Place,Mombok,,,Indonesia
6319,636,89,2014-05-25,2014-06-08,2014-06-04,2,5.48,Avaveo,42 Debs Terrace,Vergara,,,Uruguay
6320,312,9,2014-03-23,2014-04-06,2014-04-02,2,56.9,Mynte,8 Burrows Pass,Canindé,,,Brazil
6321,407,93,2014-06-27,2014-07-11,2014-07-07,2,93.54,Brainverse,88 Schmedeman Circle,La Escondida,Nuevo Leon,64650,Mexico
6322,3,98,2013-12-20,2014-01-03,2013-12-30,2,48.55,Flipstorm,1 Cambridge Crossing,Quintinha,Setúbal,2970-303,Portugal
6323,852,47,2014-05-05,2014-05-19,2014-05-15,3,41.54,Innojam,3454 Dottie Junction,El Mirador,Distrito Federal,14449,Mexico
6324,850,23,2014-09-28,2014-10-12,2014-10-08,2,73.3,Gevee,2788 Eagle Crest Park,Ngrejo,,,Indonesia
6325,238,26,2014-05-26,2014-06-09,2014-06-05,1,63.79,Pixonyx,0172 Judy Place,Sentul,,,Indonesia
6326,555,76,2014-03-28,2014-04-11,2014-04-07,3,16.66,Avamba,3 Bultman Drive,Shigu,,,China
6327,321,43,2014-02-19,2014-03-05,2014-03-01,3,59.7,Skimia,5 Jana Pass,Kiruru,,,Indonesia
6328,246,73,2013-12-22,2014-01-05,2014-01-01,1,70.67,Skiba,954 Bellgrove Place,Bulupayung,,,Indonesia
6329,48,32,2014-09-01,2014-09-15,2014-09-11,1,65.06,Muxo,3500 Arapahoe Trail,Waru Selatan,,,Indonesia
6330,579,85,2014-07-13,2014-07-27,2014-07-23,2,22.07,Youspan,50548 Forster Terrace,Cikiray,,,Indonesia
6331,529,21,2014-01-04,2014-01-18,2014-01-14,3,67.24,Twinder,28 Manley Terrace,Vichadero,,,Uruguay
6332,759,41,2014-10-21,2014-11-04,2014-10-31,2,36.34,Twinte,56 4th Parkway,Yizhang Chengguanzhen,,,China
6333,860,91,2014-01-28,2014-02-11,2014-02-07,2,4.05,Voonix,40 Fair Oaks Hill,Asprángeloi,,,Greece
6334,65,54,2014-05-17,2014-05-31,2014-05-27,2,2.53,Skippad,4640 Laurel Crossing,Spokoynaya,,,Russia
6335,383,18,2014-10-08,2014-10-22,2014-10-18,2,91.83,Twinder,5122 Golden Leaf Drive,San Antonio,Texas,78225,United States
6336,673,86,2014-08-02,2014-08-16,2014-08-12,2,69.32,Dabjam,035 Brickson Park Plaza,Yegorlykskaya,,,Russia
6337,521,26,2014-02-10,2014-02-24,2014-02-20,2,78,Meemm,8748 Dapin Place,Isu,,,Nigeria
6338,356,57,2014-11-21,2014-12-05,2014-12-01,2,71.07,Flashdog,3 Anniversary Way,Op,,,Indonesia
6339,869,22,2014-09-15,2014-09-29,2014-09-25,3,62.44,Muxo,0 Brentwood Street,Masaran,,,Indonesia
6340,40,94,2014-07-11,2014-07-25,2014-07-21,3,68.11,Ainyx,966 North Point,Baturaja,,,Indonesia
6341,381,13,2014-02-25,2014-03-11,2014-03-07,3,90.96,Oloo,391 Bluestem Terrace,Goiânia,,,Brazil
6342,102,98,2014-11-10,2014-11-24,2014-11-20,2,7.25,Livetube,88 Dwight Place,Aileu,,,East Timor
6343,790,1,2014-08-02,2014-08-16,2014-08-12,3,79.64,Jabberbean,8 Delaware Parkway,Guarapari,,,Brazil
6344,416,91,2013-11-28,2013-12-12,2013-12-08,2,32.18,Thoughtbridge,43454 Twin Pines Way,Colorado Springs,Colorado,80945,United States
6345,846,31,2014-03-28,2014-04-11,2014-04-07,2,75.65,Youbridge,8033 Comanche Trail,Omurtag,,,Bulgaria
6346,223,86,2014-05-10,2014-05-24,2014-05-20,3,91.24,Meembee,59 Village Road,Angochi,,,Aruba
6347,434,89,2014-06-19,2014-07-03,2014-06-29,2,28.69,Reallinks,5 Center Pass,Temandangjero,,,Indonesia
6348,200,61,2014-02-13,2014-02-27,2014-02-23,3,94.37,Fadeo,834 Coolidge Park,La Huaca,,,Peru
6349,390,70,2014-08-05,2014-08-19,2014-08-15,3,61.54,Livepath,1766 Texas Crossing,Maofan,,,China
6350,19,70,2014-08-06,2014-08-20,2014-08-16,1,14.83,Realfire,572 Warner Junction,Şānūr,,,Palestinian Territory
6351,686,40,2014-02-06,2014-02-20,2014-02-16,1,55.63,Nlounge,0 Merry Park,Dahu Satu,,,Indonesia
6352,465,64,2014-03-28,2014-04-11,2014-04-07,3,25.46,Skipfire,32906 Portage Junction,Shijia,,,China
6353,897,21,2014-10-30,2014-11-13,2014-11-09,1,85.49,Wordware,08342 Morrow Parkway,Zhuting,,,China
6354,706,34,2014-10-06,2014-10-20,2014-10-16,1,97.64,Thoughtsphere,521 Barby Avenue,Manorhamilton,,,Ireland
6355,601,73,2014-06-07,2014-06-21,2014-06-17,1,64.78,Yozio,52746 Sutteridge Junction,Kuznetsovs’k,,,Ukraine
6356,461,58,2014-10-01,2014-10-15,2014-10-11,2,41.48,Skidoo,719 Dahle Hill,Bali,,,Cameroon
6357,660,70,2014-01-15,2014-01-29,2014-01-25,2,85.01,Flashpoint,247 Sage Parkway,Ōta,,,Japan
6358,189,37,2014-07-07,2014-07-21,2014-07-17,2,67.52,Bubblemix,5462 Eagle Crest Junction,Qiaodong,,,China
6359,880,96,2014-03-17,2014-03-31,2014-03-27,2,30.15,Avaveo,7 Fair Oaks Pass,Dayton,Ohio,45440,United States
6360,326,59,2014-01-23,2014-02-06,2014-02-02,3,76.85,Yotz,6 Surrey Street,Tambillo,,,Peru
6361,791,83,2013-12-02,2013-12-16,2013-12-12,2,73.17,Snaptags,402 Sage Alley,Banjar Tibubiyu Kaja,,,Indonesia
6362,783,15,2013-12-22,2014-01-05,2014-01-01,2,82.24,Muxo,1660 Utah Court,Muleba,,,Tanzania
6363,570,72,2014-01-07,2014-01-21,2014-01-17,3,53.51,Wordtune,7582 Hansons Road,Wielka Wieś,,,Poland
6364,700,39,2013-12-20,2014-01-03,2013-12-30,3,16.4,Fivespan,33 Luster Junction,Pampanito,,,Venezuela
6365,535,26,2014-04-22,2014-05-06,2014-05-02,2,51.09,Kwideo,6180 Center Court,Arias,,,Argentina
6366,351,41,2014-01-05,2014-01-19,2014-01-15,1,96.6,Yata,96 Heath Park,Montalvo,,,Ecuador
6367,843,47,2014-07-20,2014-08-03,2014-07-30,3,3.91,Eire,200 Goodland Terrace,Xhafzotaj,,,Albania
6368,454,44,2014-07-15,2014-07-29,2014-07-25,1,49.85,Lajo,90 Fallview Parkway,Zhexiao,,,China
6369,343,16,2014-10-02,2014-10-16,2014-10-12,2,79.73,Flashpoint,24957 Warrior Trail,Kassándreia,,,Greece
6370,668,32,2014-03-21,2014-04-04,2014-03-31,3,38.49,Mydo,407 Bultman Trail,Shamkhor,,,Azerbaijan
6371,412,97,2013-12-24,2014-01-07,2014-01-03,2,33.47,Fliptune,79 Coolidge Court,Bolboc,,,Philippines
6372,584,3,2014-08-15,2014-08-29,2014-08-25,1,14.48,Meevee,0970 Village Green Circle,Jiedu,,,China
6373,248,53,2014-08-15,2014-08-29,2014-08-25,3,93.94,Teklist,21352 Algoma Court,Banjar Medura,,,Indonesia
6374,247,82,2014-06-03,2014-06-17,2014-06-13,1,17.74,Twinder,92 Paget Crossing,Štoky,,,Czech Republic
6375,838,48,2014-05-08,2014-05-22,2014-05-18,3,35.9,Meembee,08 Kedzie Park,Cilegong,,,Indonesia
6376,131,90,2014-09-08,2014-09-22,2014-09-18,2,53.77,Quaxo,678 Lakeland Road,Fujikawaguchiko,,,Japan
6377,243,73,2014-03-28,2014-04-11,2014-04-07,3,27.53,Mudo,16 Old Shore Center,Watodei,,,Indonesia
6378,425,54,2014-06-08,2014-06-22,2014-06-18,3,71.41,Twitterwire,230 Pearson Point,Cancela,Viana do Castelo,4960-320,Portugal
6379,706,60,2013-12-04,2013-12-18,2013-12-14,2,87.86,Cogidoo,610 Fallview Way,Vila do Maio,,,Cape Verde
6380,855,34,2013-12-22,2014-01-05,2014-01-01,1,83.69,Twinte,4 Golf Way,Qianqiao,,,China
6381,863,94,2014-11-06,2014-11-20,2014-11-16,2,59.73,Babbleopia,1 Maple Wood Hill,Brodarica,,,Croatia
6382,335,55,2014-10-05,2014-10-19,2014-10-15,2,45.59,Youbridge,6 Mitchell Trail,Mergayu,,,Indonesia
6383,727,17,2014-03-23,2014-04-06,2014-04-02,1,48.04,Divape,290 Bluejay Point,Nankou,,,China
6384,543,80,2014-09-12,2014-09-26,2014-09-22,2,71.57,Fivechat,0111 Bluestem Plaza,Qiling,,,China
6385,679,73,2014-05-30,2014-06-13,2014-06-09,2,67.69,Rooxo,8 Moose Hill,Troparëvo,,,Russia
6386,265,71,2014-08-22,2014-09-05,2014-09-01,1,66.3,Linktype,4 Arizona Center,São Mamede de Infesta,Porto,4465-005,Portugal
6387,290,67,2014-05-22,2014-06-05,2014-06-01,3,84.53,Zoombeat,6 Riverside Circle,Porto Seguro,,,Brazil
6388,20,98,2014-03-12,2014-03-26,2014-03-22,3,56.17,Meeveo,51267 Fairview Street,Mingfeng,,,China
6389,353,17,2014-02-15,2014-03-01,2014-02-25,2,64.22,Gigabox,1562 Reindahl Junction,Blantyre,,,Malawi
6390,797,66,2014-07-20,2014-08-03,2014-07-30,2,36.1,Jaxbean,64853 Prairieview Avenue,Inderka,,,Russia
6391,333,75,2014-03-04,2014-03-18,2014-03-14,2,25.76,Tagpad,76 Rockefeller Junction,Al Farwānīyah,,,Kuwait
6392,678,80,2014-08-19,2014-09-02,2014-08-29,3,77.03,Meejo,96239 Esch Crossing,Arujá,,,Brazil
6393,737,30,2014-11-23,2014-12-07,2014-12-03,2,9.84,Skinix,24 School Street,Oslo,Oslo,0591,Norway
6394,711,15,2014-09-20,2014-10-04,2014-09-30,2,80.18,Zoovu,1359 Bashford Road,Boca Chica,,,Dominican Republic
6395,476,42,2014-06-10,2014-06-24,2014-06-20,1,68.65,Vinte,5600 Laurel Road,Medaya,,,Syria
6396,451,58,2014-03-30,2014-04-13,2014-04-09,3,59.62,Katz,03 Morning Junction,Dushanbe,,,Tajikistan
6397,704,57,2014-09-13,2014-09-27,2014-09-23,3,17.49,Vitz,582 Oriole Park,San Roque,,,Philippines
6398,321,59,2014-10-15,2014-10-29,2014-10-25,1,16.92,Babblestorm,5835 Mcguire Drive,Plewiska,,,Poland
6399,664,8,2014-11-22,2014-12-06,2014-12-02,3,71.78,Twinte,79 High Crossing Terrace,Kylmäkoski,,,Finland
6400,316,53,2014-03-03,2014-03-17,2014-03-13,1,82.82,Kayveo,79927 Huxley Place,Baculin,,,Philippines
6401,864,55,2014-02-01,2014-02-15,2014-02-11,3,76.02,Ntags,13 Moose Circle,Bayzhansay,,,Kazakhstan
6402,242,97,2014-06-06,2014-06-20,2014-06-16,3,93.17,Trudoo,762 Oxford Drive,Mullagh,,,Ireland
6403,231,38,2014-06-04,2014-06-18,2014-06-14,1,85.96,Twitterbridge,2 Jay Road,Xarsingma,,,China
6404,18,67,2014-08-22,2014-09-05,2014-09-01,3,52.29,Wikizz,99102 Northland Terrace,Feikeng,,,China
6405,92,4,2014-02-23,2014-03-09,2014-03-05,1,3.12,Realpoint,7221 Dixon Court,Rouyuan,,,China
6406,649,52,2014-11-15,2014-11-29,2014-11-25,2,67.06,Thoughtbridge,17 Fallview Circle,Itu,,,Brazil
6407,305,7,2014-03-11,2014-03-25,2014-03-21,2,13.1,Voolia,40 Monterey Circle,Sentul,,,Indonesia
6408,884,43,2014-08-19,2014-09-02,2014-08-29,2,50.32,BlogXS,26697 Manitowish Way,Burgos,,,Philippines
6409,329,79,2014-08-20,2014-09-03,2014-08-30,3,97.02,Tanoodle,6367 Reindahl Parkway,Haninge,Stockholm,136 68,Sweden
6410,484,73,2014-05-03,2014-05-17,2014-05-13,3,26.61,Linkbuzz,48007 Maple Plaza,Eydhafushi,,,Maldives
6411,894,78,2014-08-10,2014-08-24,2014-08-20,1,64.15,Oyope,75554 Golf Course Lane,Purwodadi,,,Indonesia
6412,131,86,2014-06-02,2014-06-16,2014-06-12,3,48.77,Blogtag,368 Mifflin Drive,Hamonggolele,,,Indonesia
6413,234,72,2014-10-13,2014-10-27,2014-10-23,2,78.69,Wikibox,31725 Trailsway Lane,Jendouba,,,Tunisia
6414,274,11,2014-04-23,2014-05-07,2014-05-03,3,72.66,Zoombox,767 Eastlawn Lane,Ourense,Galicia,32005,Spain
6415,79,86,2014-03-29,2014-04-12,2014-04-08,1,48.33,Skiptube,5594 Heath Hill,San Francisco,,,Philippines
6416,351,44,2014-01-02,2014-01-16,2014-01-12,3,36.64,Zava,4 Melrose Center,Diffa,,,Niger
6417,723,15,2013-12-29,2014-01-12,2014-01-08,1,40.27,Bluejam,1226 Clarendon Alley,Neringa,,,Lithuania
6418,357,79,2014-03-19,2014-04-02,2014-03-29,3,99.77,Jabbersphere,9119 Nova Place,Fontainebleau,Île-de-France,77304 CEDEX,France
6419,370,78,2014-01-09,2014-01-23,2014-01-19,3,59.8,Yakidoo,71781 Butternut Terrace,Pokhvistnevo,,,Russia
6420,195,80,2014-02-03,2014-02-17,2014-02-13,1,54.55,Mynte,07 Eggendart Street,Nakkila,,,Finland
6421,76,29,2014-04-14,2014-04-28,2014-04-24,1,30.33,Skiba,10443 Merchant Street,Shklo,,,Ukraine
6422,541,59,2014-06-15,2014-06-29,2014-06-25,3,65.42,Kimia,2032 Pankratz Plaza,Gangba,,,China
6423,191,41,2014-08-20,2014-09-03,2014-08-30,3,86.99,Myworks,07 Dennis Parkway,Miringa,,,Nigeria
6424,738,93,2013-12-11,2013-12-25,2013-12-21,3,32.09,Layo,53378 Talmadge Crossing,Srabah,,,Indonesia
6425,683,16,2014-02-06,2014-02-20,2014-02-16,3,88.34,Yambee,2431 Express Avenue,Kuala Lumpur,Kuala Lumpur,50913,Malaysia
6426,551,93,2014-10-06,2014-10-20,2014-10-16,2,38.11,Bluejam,4 8th Pass,Pag-asa,,,Philippines
6427,271,53,2014-04-08,2014-04-22,2014-04-18,1,96.46,Fivespan,845 Chive Crossing,Mārupe,,,Latvia
6428,339,95,2014-11-09,2014-11-23,2014-11-19,2,19.52,Plajo,283 Westend Court,Temara,,,Morocco
6429,663,85,2014-10-04,2014-10-18,2014-10-14,2,25.07,Kwinu,16267 Utah Way,Jezzîne,,,Lebanon
6430,714,91,2014-07-06,2014-07-20,2014-07-16,1,80.31,Leexo,2609 Melvin Place,Muarabadak,,,Indonesia
6431,153,16,2014-03-29,2014-04-12,2014-04-08,3,9.97,Quatz,29 Starling Pass,Aţ Ţafīlah,,,Jordan
6432,438,23,2014-05-10,2014-05-24,2014-05-20,3,76.69,Minyx,8 Lien Road,Vitória do Mearim,,,Brazil
6433,86,74,2014-02-12,2014-02-26,2014-02-22,1,77.63,Twitterworks,01 Maple Plaza,Langford,,,Canada
6434,245,83,2014-04-15,2014-04-29,2014-04-25,3,97.98,Tavu,450 American Ash Alley,Cikondang,,,Indonesia
6435,825,29,2013-12-16,2013-12-30,2013-12-26,2,40.93,Jabberbean,0 Mayer Terrace,Lajeosa do Mondego,Guarda,6360-496,Portugal
6436,267,52,2014-01-09,2014-01-23,2014-01-19,2,31.92,Eare,892 Hintze Circle,Tamatam,,,Micronesia
6437,160,67,2014-05-23,2014-06-06,2014-06-02,1,59.26,Mudo,64069 Darwin Plaza,Registro,,,Brazil
6438,318,94,2014-03-16,2014-03-30,2014-03-26,3,34.2,Yacero,07 Meadow Vale Circle,Koumac,,,New Caledonia
6439,94,54,2014-04-04,2014-04-18,2014-04-14,1,70.25,Tagtune,70 Warner Circle,Kanáli,,,Greece
6440,393,8,2014-09-18,2014-10-02,2014-09-28,3,56.26,Ailane,71490 Kim Street,Greeley,Colorado,80638,United States
6441,451,87,2014-11-22,2014-12-06,2014-12-02,1,54.94,Twitterwire,961 Del Mar Pass,‘Abs,,,Yemen
6442,43,30,2014-03-15,2014-03-29,2014-03-25,2,51.56,Agivu,4465 Warbler Crossing,Novokuybyshevsk,,,Russia
6443,256,94,2014-11-06,2014-11-20,2014-11-16,3,84.14,Twinder,9129 Schiller Drive,Phú Túc,,,Vietnam
6444,293,42,2014-10-13,2014-10-27,2014-10-23,2,65.24,Skalith,4 Mockingbird Avenue,Mbandaka,,,Democratic Republic of the Congo
6445,555,31,2014-11-06,2014-11-20,2014-11-16,2,1.73,Flipstorm,39 Summer Ridge Terrace,Miyakonojō,,,Japan
6446,702,94,2014-09-09,2014-09-23,2014-09-19,3,98.7,Tanoodle,94109 Mandrake Crossing,Guacamaya,,,Honduras
6447,345,15,2014-04-01,2014-04-15,2014-04-11,3,35.09,Kaymbo,01 Debra Junction,Kaliuda,,,Indonesia
6448,216,15,2014-05-02,2014-05-16,2014-05-12,3,53.89,Aimbo,458 Reinke Parkway,Longsheng,,,China
6449,905,94,2014-08-23,2014-09-06,2014-09-02,2,36.94,Yakidoo,75872 Huxley Lane,‘Alāqahdārī Gēlān,,,Afghanistan
6450,786,88,2014-07-10,2014-07-24,2014-07-20,2,30.48,Kare,8148 Sycamore Lane,Zhouzai,,,China
6451,74,61,2014-10-21,2014-11-04,2014-10-31,1,28.47,Topicstorm,962 Columbus Park,Lianhua,,,China
6452,300,91,2014-08-08,2014-08-22,2014-08-18,1,87.72,Flashdog,92895 Arizona Parkway,Carletonville,,,South Africa
6453,822,45,2014-01-30,2014-02-13,2014-02-09,1,28.7,Vinder,6 Emmet Lane,Tiwi,,,Philippines
6454,845,72,2013-12-08,2013-12-22,2013-12-18,3,41.17,Skalith,0 Walton Street,Solec-Zdrój,,,Poland
6455,308,70,2014-05-22,2014-06-05,2014-06-01,2,54.12,Gigashots,1 Waywood Lane,Munsan,,,South Korea
6456,846,37,2014-05-12,2014-05-26,2014-05-22,2,44.15,Wikibox,0 Miller Pass,Rama,,,Nicaragua
6457,769,86,2013-12-21,2014-01-04,2013-12-31,1,40.85,Vipe,6 Dorton Crossing,Sigetec,,,Croatia
6458,386,40,2014-02-02,2014-02-16,2014-02-12,3,29.98,JumpXS,96501 Birchwood Parkway,Rowokangkung,,,Indonesia
6459,806,82,2014-01-22,2014-02-05,2014-02-01,3,6.35,Demizz,7 Mayer Lane,Cullinan,,,South Africa
6460,823,38,2014-10-26,2014-11-09,2014-11-05,2,85.64,Eimbee,84 Cody Parkway,Périgueux,Aquitaine,24016 CEDEX,France
6461,273,55,2014-09-13,2014-09-27,2014-09-23,3,97.84,Bubbletube,5 Karstens Place,Daliang,,,China
6462,659,23,2014-02-16,2014-03-02,2014-02-26,3,61.94,Katz,6 Kings Drive,Dongping,,,China
6463,838,96,2014-11-12,2014-11-26,2014-11-22,3,13.02,Voolia,8 Sherman Plaza,Caobi,,,China
6464,598,77,2014-06-16,2014-06-30,2014-06-26,3,18.13,Zoomlounge,3695 Northfield Terrace,Tapiramutá,,,Brazil
6465,46,21,2014-04-14,2014-04-28,2014-04-24,2,39.42,Fadeo,34837 Westerfield Road,Holice,,,Czech Republic
6466,609,91,2014-03-21,2014-04-04,2014-03-31,2,76.74,Skyvu,82 Butternut Circle,Bijeli,,,Indonesia
6467,446,76,2014-03-13,2014-03-27,2014-03-23,1,30.48,Yodo,62 Novick Terrace,Kaligutan,,,Philippines
6468,823,40,2014-11-02,2014-11-16,2014-11-12,2,53.34,Edgeclub,36 Canary Way,Diofior,,,Senegal
6469,665,2,2014-11-11,2014-11-25,2014-11-21,1,81.48,Photofeed,8 Pawling Avenue,Nymburk,,,Czech Republic
6470,358,47,2014-02-10,2014-02-24,2014-02-20,3,86.5,Vinte,33 Logan Court,Chama,,,Zambia
6471,182,79,2014-08-24,2014-09-07,2014-09-03,2,39.69,Topicware,1149 Emmet Crossing,Mlanggeng,,,Indonesia
6472,700,18,2014-10-06,2014-10-20,2014-10-16,3,89.02,Devify,6 Commercial Street,Changsha,,,China
6473,274,1,2014-07-23,2014-08-06,2014-08-02,1,88.25,Gigashots,4717 Surrey Center,Milevsko,,,Czech Republic
6474,198,32,2014-05-05,2014-05-19,2014-05-15,3,24.04,Voonix,67 Schurz Center,Podedwórze,,,Poland
6475,257,66,2014-07-19,2014-08-02,2014-07-29,1,90.46,Kimia,6 Loeprich Drive,Alpiarça,Santarém,2090-023,Portugal
6476,727,63,2014-04-02,2014-04-16,2014-04-12,2,64.31,Meetz,7191 Carey Circle,Mangaldan,,,Philippines
6477,808,5,2014-03-08,2014-03-22,2014-03-18,1,94.01,Fivebridge,0 Derek Court,Bugko,,,Philippines
6478,239,69,2014-04-28,2014-05-12,2014-05-08,2,71.02,Eazzy,257 Oneill Pass,Renliu,,,China
6479,423,35,2014-10-01,2014-10-15,2014-10-11,2,41.69,Vinder,4750 Carey Lane,Jince,,,Czech Republic
6480,579,97,2014-06-23,2014-07-07,2014-07-03,3,79.28,Pixonyx,3 North Trail,Nishi-Tokyo-shi,,,Japan
6481,565,38,2014-08-22,2014-09-05,2014-09-01,3,7.26,Zoozzy,5 Blackbird Junction,Pilaya,,,Bolivia
